,DateTime,e,d,spread,level,position,signal,pair1_share,pair2_share,cash,asset
196,2019-10-24 10:45:00,4.5,9.52,0.0709901200005365,1,0,0,0,0.0,5000.0,5000.0
197,2019-10-24 11:00:00,4.5,9.48,0.07608045577849354,1,0,0,0,0.0,5000.0,5000.0
198,2019-10-24 11:15:00,4.5,9.49,0.07480586107826892,1,0,0,0,0.0,5000.0,5000.0
199,2019-10-24 11:30:00,4.49,9.5,0.07130791374133105,1,0,0,0,0.0,5000.0,5000.0
200,2019-10-24 13:15:00,4.47,9.5,0.06684362061264548,1,0,0,0,0.0,5000.0,5000.0
201,2019-10-24 13:30:00,4.47,9.43,0.07578467639855613,1,0,0,0,0.0,5000.0,5000.0
202,2019-10-24 13:45:00,4.47,9.44,0.0745033270881661,1,0,0,0,0.0,5000.0,5000.0
203,2019-10-24 14:00:00,4.48,9.46,0.07417933332886761,1,0,0,0,0.0,5000.0,5000.0
204,2019-10-24 14:15:00,4.49,9.47,0.07513170067553787,1,0,0,0,0.0,5000.0,5000.0
205,2019-10-24 14:30:00,4.48,9.49,0.07035151072888857,1,0,0,0,0.0,5000.0,5000.0
206,2019-10-24 14:45:00,4.48,9.48,0.07162610542911318,1,0,0,0,0.0,5000.0,5000.0
207,2019-10-24 15:00:00,4.49,9.46,0.07640898865613677,1,0,0,0,0.0,5000.0,5000.0
208,2019-10-25 09:45:00,4.5,9.58,0.06339457902935286,1,0,0,0,0.0,5000.0,5000.0
209,2019-10-25 10:00:00,4.49,9.57,0.06243249818068097,1,0,0,0,0.0,5000.0,5000.0
210,2019-10-25 10:15:00,4.48,9.53,0.06526652758057905,1,0,0,0,0.0,5000.0,5000.0
211,2019-10-25 10:30:00,4.48,9.55,0.06273203407122141,1,0,0,0,0.0,5000.0,5000.0
212,2019-10-25 10:45:00,4.49,9.52,0.0687654249784253,1,0,0,0,0.0,5000.0,5000.0
213,2019-10-25 11:00:00,4.5,9.56,0.06592112741219913,1,0,0,0,0.0,5000.0,5000.0
214,2019-10-25 11:15:00,4.51,9.56,0.06814088415051178,1,0,0,0,0.0,5000.0,5000.0
215,2019-10-25 11:30:00,4.5,9.57,0.06465719320279217,1,0,0,0,0.0,5000.0,5000.0
216,2019-10-25 13:15:00,4.5,9.54,0.06845296699971137,1,0,0,0,0.0,5000.0,5000.0
217,2019-10-25 13:30:00,4.51,9.52,0.07320987673884916,1,0,0,0,0.0,5000.0,5000.0
218,2019-10-25 13:45:00,4.5,9.53,0.0697208779299594,1,0,0,0,0.0,5000.0,5000.0
219,2019-10-25 14:00:00,4.5,9.58,0.06339457902935286,1,0,0,0,0.0,5000.0,5000.0
220,2019-10-25 14:15:00,4.51,9.6,0.06309305651978536,1,0,0,0,0.0,5000.0,5000.0
221,2019-10-25 14:30:00,4.52,9.59,0.06656787920536833,1,0,0,0,0.0,5000.0,5000.0
222,2019-10-25 14:45:00,4.51,9.56,0.06814088415051178,1,0,0,0,0.0,5000.0,5000.0
223,2019-10-25 15:00:00,4.53,9.57,0.07130173592146072,1,0,0,0,0.0,5000.0,5000.0
224,2019-10-28 09:45:00,4.51,9.58,0.06561433576766551,1,0,0,0,0.0,5000.0,5000.0
225,2019-10-28 10:00:00,4.51,9.59,0.06435303887581534,1,0,0,0,0.0,5000.0,5000.0
226,2019-10-28 10:15:00,4.52,9.61,0.06404922629193854,1,0,0,0,0.0,5000.0,5000.0
227,2019-10-28 10:30:00,4.52,9.59,0.06656787920536833,1,0,0,0,0.0,5000.0,5000.0
228,2019-10-28 10:45:00,4.52,9.62,0.06279186480451737,1,0,0,0,0.0,5000.0,5000.0
229,2019-10-28 11:00:00,4.51,9.6,0.06309305651978536,1,0,0,0,0.0,5000.0,5000.0
230,2019-10-28 11:15:00,4.53,9.61,0.06625917194274145,1,0,0,0,0.0,5000.0,5000.0
231,2019-10-28 11:30:00,4.53,9.6,0.06751784250014126,1,0,0,0,0.0,5000.0,5000.0
232,2019-10-28 13:15:00,4.5,9.62,0.05835726773665173,1,0,0,0,0.0,5000.0,5000.0
233,2019-10-28 13:30:00,4.5,9.63,0.05710121259906242,1,0,0,0,0.0,5000.0,5000.0
234,2019-10-28 13:45:00,4.49,9.6,0.05864860475936151,1,0,0,0,0.0,5000.0,5000.0
235,2019-10-28 14:00:00,4.48,9.62,0.053902917387271376,1,0,0,0,0.0,5000.0,5000.0
236,2019-10-28 14:15:00,4.48,9.62,0.053902917387271376,1,0,0,0,0.0,5000.0,5000.0
237,2019-10-28 14:30:00,4.48,9.64,0.05139211075024974,1,0,0,0,0.0,5000.0,5000.0
238,2019-10-28 14:45:00,4.49,9.65,0.05236831551299925,1,0,0,0,0.0,5000.0,5000.0
239,2019-10-28 15:00:00,4.49,9.64,0.053621766077518895,1,0,0,0,0.0,5000.0,5000.0
240,2019-10-29 09:45:00,4.44,9.66,0.0399178378785221,1,0,0,0,0.0,5000.0,5000.0
241,2019-10-29 10:00:00,4.43,9.62,0.042679455017421875,1,0,0,0,0.0,5000.0,5000.0
242,2019-10-29 10:15:00,4.42,9.63,0.03916351191239498,1,0,0,0,0.0,5000.0,5000.0
243,2019-10-29 10:30:00,4.42,9.57,0.04671949251612473,1,0,0,0,0.0,5000.0,5000.0
244,2019-10-29 10:45:00,4.42,9.55,0.04924868373393432,1,0,0,0,0.0,5000.0,5000.0
245,2019-10-29 11:00:00,4.42,9.57,0.04671949251612473,1,0,0,0,0.0,5000.0,5000.0
246,2019-10-29 11:15:00,4.42,9.52,0.05305241931386906,1,0,0,0,0.0,5000.0,5000.0
247,2019-10-29 11:30:00,4.4,9.56,0.04344827156014053,1,0,0,0,0.0,5000.0,5000.0
248,2019-10-29 13:15:00,4.37,9.52,0.04167573233176114,1,0,0,0,0.0,5000.0,5000.0
249,2019-10-29 13:30:00,4.39,9.55,0.04243821473140752,1,0,0,0,0.0,5000.0,5000.0
250,2019-10-29 13:45:00,4.38,9.53,0.04269220554204001,1,0,0,0,0.0,5000.0,5000.0
251,2019-10-29 14:00:00,4.38,9.53,0.04269220554204001,1,0,0,0,0.0,5000.0,5000.0
252,2019-10-29 14:15:00,4.38,9.51,0.04523202362150647,1,0,0,0,0.0,5000.0,5000.0
